T,RESIDUALS,SIG_RESID
1998.41478,0.20798,1.84845
1998.41752,1.70388,1.87607
1998.42026,2.32468,1.85717
1998.42300,1.20837,1.85136
1998.42574,3.77193,1.90658
1998.42847,2.12237,1.84555
1998.43121,0.85666,1.85572
1998.43395,1.57981,1.83973
1998.43669,-0.40419,1.85427
1998.43943,0.70165,1.95890
1998.44216,1.39931,1.85863
1998.44490,-0.16120,1.85863
1998.44764,0.02910,1.85136
1998.45038,-0.80979,1.85717
1998.45311,2.96912,1.96035
1998.45585,0.38781,1.96180
1998.45859,-0.02170,1.85136
1998.46133,1.18355,1.83247
1998.46407,1.55358,1.84845
1998.46680,1.51837,1.86008
1998.46954,1.66391,1.83537
1998.47228,0.92720,1.90367
1998.47502,1.28223,1.90367
1998.47775,2.24299,1.91239
1998.48049,0.34947,1.88914
1998.48323,0.20068,1.85281
1998.48597,0.06059,1.93565
1998.48871,0.11521,1.86008
1998.49144,0.94753,1.92983
1998.49418,1.96454,1.90222
1998.49692,2.48223,1.91966
1998.49966,0.19460,1.85426
1998.50240,0.81865,1.87316
1998.50513,1.29936,1.87316
1998.50787,1.08073,1.85426
1998.51061,1.43175,1.88623
1998.51335,1.85042,1.89059
1998.51608,-0.00827,1.89931
1998.51882,1.81268,1.91530
1998.52156,0.50726,1.91094
1998.52430,1.47447,1.84409
1998.52704,2.97429,1.84845
1998.52977,1.54773,1.84845
1998.53251,-0.85223,1.88187
1998.53525,0.58443,1.91239
1998.53799,0.96268,1.85136
1998.54073,1.49752,1.84845
1998.54346,0.88796,1.86879
1998.54620,0.33398,1.84118
1998.54894,-1.24642,1.86443
1998.55168,-0.40525,1.86007
1998.55441,0.80150,1.92983
1998.55715,0.75882,1.90803
1998.55989,2.30070,1.87751
1998.56263,2.10814,1.90367
1998.56537,2.18814,1.90367
1998.56810,4.48369,1.96907
1998.57084,2.08779,1.92838
1998.57358,0.71144,1.87751
1998.57632,1.04563,1.87461
1998.57906,2.29136,1.94436
1998.58179,0.26663,1.90803
1998.58453,1.98443,1.84409
1998.58727,1.03276,1.87751
1998.59001,0.57463,1.92402
1998.59274,1.88502,1.88478
1998.59548,0.61193,1.82810
1998.59822,-0.42163,1.84263
1998.60096,-0.96067,1.86589
1998.60370,1.03081,1.86443
1998.60643,-0.34220,1.89350
1998.60917,-0.29968,1.87025
1998.61191,-0.76466,1.86443
1998.61465,1.08488,1.83537
1998.61739,-0.08507,1.85135
1998.62012,-0.15750,1.86443
1998.62286,0.75357,1.90948
1998.62560,0.77716,1.87606
1998.62834,1.23425,1.86734
1998.63107,1.13986,1.83537
1998.63381,2.09497,1.84699
1998.63655,1.81359,1.85281
1998.63929,1.97172,1.90948
1998.64203,-0.41063,1.85862
1998.64476,-0.02948,1.86153
1998.64750,-0.06082,1.88042
1998.65024,-0.58365,1.89640
1998.65298,-0.18896,1.88623
1998.65572,0.72623,1.85135
1998.65845,-2.30406,1.88042
1998.66119,-0.74583,1.86589
1998.66393,-0.83709,1.86879
1998.66667,-0.01382,1.92256
1998.66940,-0.67504,1.84409
1998.67214,-0.83574,1.87606
1998.67488,0.02609,1.90222
1998.67762,-0.59156,1.86734
1998.68036,1.16532,1.86588
1998.68309,0.95573,1.93419
1998.68583,3.55368,1.96616
1998.68857,-1.44984,1.91384
1998.69131,0.50118,1.87606
1998.69405,0.29874,1.91530
1998.69678,1.07484,1.88914
1998.69952,0.74650,1.86734
1998.70226,-0.78130,1.99667
1998.70500,-0.70254,1.94872
1998.70773,-0.52422,1.94291
1998.71047,-0.42834,1.97633
1998.71321,-0.84790,2.04608
1998.71595,0.82811,1.93564
1998.71869,-1.49630,1.98360
1998.72142,-0.81813,1.93273
1998.72416,-0.27438,1.93419
1998.72690,1.42696,1.98505
1998.72964,-0.62812,1.91094
1998.73238,-0.74159,2.00103
1998.73511,-1.38746,1.89350
1998.73785,-0.22373,1.87025
1998.74059,0.61861,1.89204
1998.74333,-1.53843,1.88768
1998.74606,-1.37184,1.86589
1998.74880,-1.23063,1.89495
1998.75154,-0.48379,1.91384
1998.75428,-0.49231,1.89786
1998.75702,0.70182,1.93855
1998.75975,-0.80640,1.94000
1998.76249,-0.18697,1.89495
1998.76523,-0.88088,1.95889
1998.76797,-1.89211,1.98650
1998.77070,0.33133,1.99232
1998.77344,0.34545,1.94436
1998.77618,0.42826,1.95017
1998.77892,-0.17524,2.01557
1998.78166,-0.47104,2.05044
1998.78439,-0.02213,1.98650
1998.78713,0.77350,1.93419
1998.78987,1.15984,1.94000
1998.79261,-0.37008,1.96325
1998.79535,0.01073,1.99232
1998.79808,-0.15972,1.95308
1998.80082,-1.26541,1.96907
1998.80356,1.13965,1.97052
1998.80630,-0.30053,1.98941
1998.80903,1.76907,1.93564
1998.81177,-0.06556,2.08096
1998.81451,-0.66540,2.02719
1998.81725,0.69056,1.99377
1998.81999,-0.28668,1.95890
1998.82272,0.10689,1.98069
1998.82546,0.36128,1.97779
1998.82820,0.23149,1.96761
1998.83094,-0.03446,2.02138
1998.83368,1.25343,2.00830
1998.83641,0.77517,1.97924
1998.83915,-0.10823,2.03591
1998.84189,-1.14677,2.00249
1998.84463,-0.74243,2.09549
1998.84736,0.87678,1.99232
1998.85010,-0.95411,2.00831
1998.85284,1.53890,2.01412
1998.85558,-0.04818,1.98360
1998.85832,0.19265,2.00540
1998.86105,0.34040,1.93855
1998.86379,2.29009,1.93855
1998.86653,-0.73329,1.98651
1998.86927,0.68129,1.93419
1998.87201,-0.24518,1.91821
1998.87474,-0.30468,1.90804
1998.87748,0.23579,1.91530
1998.88022,-0.01476,1.89641
1998.88296,1.33568,1.92112
1998.88569,-1.08787,1.91530
1998.88843,1.33158,1.89350
1998.89117,1.53905,1.91676
1998.89391,-3.27346,1.98506
1998.89665,-0.60194,1.91966
1998.89938,2.51163,1.90077
1998.90212,0.25625,1.94146
1998.90486,0.99292,1.95890
1998.90760,0.94366,1.90077
1998.91034,2.30348,1.93129
1998.91307,0.36838,1.97489
1998.91581,2.24137,1.95599
1998.91855,2.62346,1.90949
1998.92129,3.30566,1.94873
1998.92402,2.59797,1.89351
1998.92676,5.72441,1.94292
1998.92950,4.65399,1.92984
1998.93224,2.58670,1.97779
1998.93498,2.86456,1.99959
1998.93771,1.43158,2.03156
1998.94045,4.11476,1.98506
1998.94319,4.70512,2.00250
1998.94593,2.69766,1.95745
1998.94867,0.57438,1.96617
1998.95140,2.03731,1.98361
1998.95414,4.51343,2.05481
1998.95688,1.75377,2.00831
