T,RESIDUALS,SIG_RESID
2007.96714,-1.74378,2.92002
2007.96988,-0.98149,2.88657
2007.97262,-1.54599,2.88657
2007.97535,-1.21928,2.85073
2007.97809,-2.04935,2.90329
2007.98083,-0.83720,2.84595
2007.98357,-2.16782,2.82922
2007.98631,-0.50119,2.87940
2007.98904,-1.62533,2.86029
2007.99178,-1.35321,2.84356
2007.99452,-1.77483,2.83878
2007.99726,0.42681,2.77904
2008.00000,-1.79128,2.81250
2008.00273,-1.52810,2.78382
2008.00547,-3.52863,2.76949
2008.00821,-3.27988,2.95348
2008.01095,-2.38184,2.77188
2008.01368,-1.66649,2.74798
2008.01642,-1.79685,2.72648
2008.01916,-2.39489,2.79577
2008.02190,-3.48262,2.77427
2008.02464,-3.81102,2.79578
2008.02737,-3.10311,2.74560
2008.03011,-1.38086,2.81011
2008.03285,-1.67227,2.74321
2008.03559,-1.27335,2.75516
2008.03833,0.13192,2.82445
2008.04106,-2.01546,2.79100
2008.04380,-1.62349,2.79100
2008.04654,-1.70115,2.81490
2008.04928,-1.27546,2.75516
2008.05201,-1.27639,2.76233
2008.05475,-2.07295,2.74799
2008.05749,-1.32214,2.75038
2008.06023,0.08705,2.74321
2008.06297,-0.43637,2.74321
2008.06570,-1.20841,2.75038
2008.06844,0.02394,2.74799
2008.07118,-1.08631,2.75516
2008.07392,-0.92816,2.75516
2008.07666,-0.02461,2.96066
2008.07939,-0.13166,2.87942
2008.08213,-0.45230,2.77906
2008.08487,-0.42853,2.75278
2008.08761,-0.11734,2.76233
2008.09034,-0.74474,2.77189
2008.09308,0.98727,2.75756
2008.09582,1.23471,2.82924
2008.09856,0.06057,2.84119
2008.10130,-0.33414,2.83163
2008.10403,-0.93143,2.78145
2008.10677,1.51372,2.75756
2008.10951,0.75429,2.74800
2008.11225,-0.21370,2.76234
2008.11498,0.31974,2.75517
2008.11772,0.23461,2.77190
2008.12046,-1.13007,2.75039
2008.12320,-0.95032,2.83403
2008.12594,-1.27213,2.74084
2008.12867,-1.34651,2.75756
2008.13141,-1.04244,2.75995
2008.13415,-3.25092,2.81252
2008.13689,-1.15497,2.76473
2008.13963,-1.96758,2.75995
2008.14236,-1.72774,2.75279
2008.14510,-2.05446,2.76234
2008.14784,-1.75074,2.76235
2008.15058,-0.73858,2.76951
2008.15331,-0.65897,2.75040
2008.15605,-1.14393,2.74801
2008.15879,-0.50144,2.74323
2008.16153,-2.08651,2.77668
2008.16427,-0.75415,2.78385
2008.16700,0.23866,2.76713
2008.16974,-0.42910,2.75279
2008.17248,-0.69042,2.75040
2008.17522,0.13669,2.84598
2008.17796,0.03224,2.77908
2008.18069,1.11722,2.76474
2008.18343,1.87463,2.76952
2008.18617,-2.31654,2.74563
2008.18891,-2.22927,2.75757
2008.19164,-0.50859,2.77669
2008.19438,-0.92948,2.76713
2008.19712,-2.71995,2.81731
2008.19986,-1.17700,2.78625
2008.20260,-1.01664,2.75997
2008.20533,-2.21787,2.76714
2008.20807,-0.37769,2.90333
2008.21081,-0.85311,2.88661
2008.21355,-1.09712,2.81015
2008.21629,-0.49173,2.80298
2008.21902,-0.82894,2.81493
2008.22176,-1.00277,2.80298
2008.22450,-0.18920,2.81015
2008.22724,0.13675,2.84360
2008.22997,-0.40891,2.84121
2008.23271,-1.60620,2.84599
2008.23545,-1.23511,2.83644
2008.23819,-0.98166,2.79821
2008.24093,-1.24984,2.76714
2008.24366,-1.37265,2.75997
2008.24640,-0.35611,2.74803
2008.24914,-0.47822,2.75759
2008.25188,-1.18198,2.76476
2008.25462,-1.12740,2.74325
2008.25735,-1.47748,2.74086
2008.26009,-1.53122,2.74803
2008.26283,-1.27264,2.75042
2008.26557,-2.33874,2.75042
2008.26830,-1.36951,2.75759
2008.27104,-1.66698,2.75520
2008.27378,-0.50614,2.75998
2008.27652,-1.06099,2.74803
2008.27926,-1.05256,2.75520
2008.28199,-1.19483,2.75281
2008.28473,-2.04382,2.83884
2008.28747,-1.95952,2.81016
2008.29021,-0.92896,2.82211
2008.29295,-1.34713,2.74326
2008.29568,-0.82304,2.75760
2008.29842,-2.00570,2.75521
2008.30116,-0.82111,2.75043
2008.30390,-0.59227,2.73848
2008.30663,-0.65921,2.78149
2008.30937,-0.31491,2.83884
2008.31211,-0.36639,2.80778
2008.31485,-0.21366,2.74326
2008.31759,0.52129,2.82690
2008.32032,-0.04157,2.80300
2008.32306,0.49977,2.81973
2008.32580,-0.43770,2.84601
2008.32854,-0.12099,2.76716
2008.33128,-1.26511,2.76955
2008.33401,-0.71706,2.76477
2008.33675,-0.76285,2.76238
2008.33949,-0.63148,2.77911
2008.34223,1.59903,2.76716
2008.34496,-1.07032,2.79106
2008.34770,-2.44454,2.79345
2008.35044,-1.02463,2.75761
2008.35318,-2.35061,2.78389
2008.35592,-1.09348,2.78628
2008.35865,-2.22625,2.76239
2008.36139,-1.70892,2.76478
2008.36413,-0.69050,2.79345
2008.36687,0.60000,2.75522
2008.36961,-0.33143,2.75044
2008.37234,-0.32680,2.75044
2008.37508,-1.43011,2.74328
2008.37782,-1.50137,2.75284
2008.38056,-0.71558,2.74089
2008.38329,-2.54677,2.86275
2008.38603,0.32808,2.75762
2008.38877,-2.35406,2.82213
2008.39151,-0.77518,2.85797
2008.39425,-2.84330,2.76956
2008.39698,-1.66842,2.76240
2008.39972,-1.35156,2.76479
2008.40246,-0.37971,2.76479
2008.40520,-1.10989,2.76718
2008.40794,-0.64010,2.77913
2008.41067,0.89465,2.75523
2008.41341,-1.02065,2.76240
2008.41615,0.77899,2.75284
2008.41889,0.04357,2.75762
2008.42162,0.12107,2.79824
2008.42436,-1.18450,2.76240
2008.42710,-1.94616,2.76240
2008.42984,-3.03591,2.78391
2008.43258,-2.29677,2.91294
2008.43531,0.96927,2.85081
2008.43805,-0.76481,2.85798
2008.44079,-2.98302,2.75046
2008.44353,0.08365,2.74090
2008.44626,1.88918,2.80542
2008.44900,1.28256,2.75046
2008.45174,0.54679,2.83887
2008.45448,0.86986,2.83648
2008.45722,0.32777,2.74568
2008.45995,-0.09350,2.74329
2008.46269,1.01005,2.74807
2008.46543,-0.04158,2.80781
2008.46817,0.24358,2.73613
2008.47091,1.06755,2.73613
2008.47364,0.69531,2.72657
2008.47638,0.47286,2.73135
2008.47912,0.86118,2.75286
2008.48186,1.65828,2.73135
2008.48459,-0.44886,2.82932
2008.48733,1.26076,2.72896
2008.49007,0.23114,2.73135
2008.49281,-0.29874,2.75764
2008.49555,0.87812,2.73852
2008.49828,0.36672,2.73374
2008.50102,-0.10496,2.72896
2008.50376,-1.31791,2.75286
2008.50650,-0.24015,2.76720
2008.50924,0.87133,2.76003
2008.51197,1.03851,2.74569
2008.51471,1.55939,2.74808
2008.51745,0.51496,2.75764
2008.52019,-0.89778,2.74330
2008.52292,-1.40683,2.83410
2008.52566,0.26979,2.83649
2008.52840,-0.03192,2.72180
2008.53114,-0.94195,2.76481
2008.53388,-1.74433,2.75047
2008.53661,-0.85405,2.74331
2008.53935,0.41389,2.73136
2008.54209,-0.05653,2.70746
2008.54483,-0.47930,2.77198
2008.54757,-0.35143,2.76242
2008.55030,0.00107,2.73853
2008.55304,-0.30580,2.74809
2008.55578,-1.59604,2.74570
2008.55852,0.35334,2.74570
2008.56125,0.61034,2.74570
2008.56399,-0.55104,2.73375
2008.56673,-1.05282,2.72897
2008.56947,-0.87798,2.73375
2008.57221,0.00646,2.81738
2008.57494,0.07450,2.76243
2008.57768,-0.76587,2.76720
2008.58042,-0.06664,2.71703
2008.58316,-0.97882,2.72658
2008.58590,-1.84740,2.74570
2008.58863,-1.05041,2.81738
2008.59137,0.48617,2.72181
2008.59411,-0.16767,2.70986
2008.59685,-0.33193,2.76960
2008.59958,-0.17461,2.86039
2008.60232,-0.51472,2.86039
2008.60506,-0.66526,2.75048
2008.60780,-0.05123,2.75048
2008.61054,0.50237,2.73853
2008.61327,-0.99246,2.75287
2008.61601,-0.14573,2.76004
2008.61875,-0.52543,2.74570
2008.62149,-0.45957,2.75287
2008.62423,-1.39315,2.74809
2008.62696,-1.87617,2.75048
